File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
DAYMET_004_tmin_doy2012338_aid0001,tmin,aid0001,2012-12-03,37363,-3.28,5.48,"(-3.28,5.48)",-1.0345591,1.3768957,1.8958417,-0.19,2.54,-1.46,-3.28,-2.01
DAYMET_004_tmin_doy2012339_aid0001,tmin,aid0001,2012-12-04,37363,-5.8899999,5.6999998,"(-5.8899999,5.6999998)",-2.1536036,1.2984662,1.6860145,-1.46,1.01,-2.3299999,-5.5300002,-3.1099999
DAYMET_004_tmin_doy2012340_aid0001,tmin,aid0001,2012-12-05,37363,-9.3000002,4.3499999,"(-9.3000002,4.3499999)",0.0168309,1.5930595,2.5378387,1.01,3.96,-0.15,-3.9000001,-0.96
DAYMET_004_tmin_doy2012341_aid0001,tmin,aid0001,2012-12-06,37363,-12.4099998,-1.3099999,"(-12.4099998,-1.3099999)",-4.797389,1.0284688,1.0577482,-4.0,-1.87,-4.7399998,-7.54,-5.4200001
DAYMET_004_tmin_doy2012342_aid0001,tmin,aid0001,2012-12-07,37363,-8.8000002,0.31,"(-8.8000002,0.31)",-6.3460917,0.8193216,0.6712879,-6.0300002,-4.8200002,-6.4899998,-8.0500002,-6.8400002
DAYMET_004_tmin_doy2012343_aid0001,tmin,aid0001,2012-12-08,37363,-6.29,7.9299998,"(-6.29,7.9299998)",-2.2159839,2.2511201,5.0675417,-1.01,3.46,-2.8099999,-6.29,-3.99
DAYMET_004_tmin_doy2012344_aid0001,tmin,aid0001,2012-12-09,37363,-6.6500001,5.6199999,"(-6.6500001,5.6199999)",-0.2295145,1.5045838,2.2637725,0.29,2.3599999,-0.63,-3.1600001,-1.09
DAYMET_004_tmin_doy2012345_aid0001,tmin,aid0001,2012-12-10,37363,-7.0700002,7.25,"(-7.0700002,7.25)",0.0851771,2.0464251,4.1878557,1.63,6.1399999,-0.56,-5.8800001,-1.38
DAYMET_004_tmin_doy2012346_aid0001,tmin,aid0001,2012-12-11,37363,-7.5799999,5.48,"(-7.5799999,5.48)",0.6815497,2.1368122,4.5659664,2.5899999,5.48,0.52,-6.6399999,-1.12
DAYMET_004_tmin_doy2012347_aid0001,tmin,aid0001,2012-12-12,37363,-10.79,-0.44,"(-10.79,-0.44)",-5.3856592,1.8024682,3.2488915,-3.8900001,-0.44,-5.6999998,-10.79,-6.7149999
DAYMET_004_tmin_doy2012348_aid0001,tmin,aid0001,2012-12-13,37363,-10.1899996,0.37,"(-10.1899996,0.37)",-6.2166934,1.2990974,1.6876541,-5.5100002,-3.0999999,-6.5300002,-9.5299997,-7.1199999
DAYMET_004_tmin_doy2012349_aid0001,tmin,aid0001,2012-12-14,37363,-9.9399996,0.91,"(-9.9399996,0.91)",-6.0718832,1.2512615,1.5656553,-5.4499998,-3.28,-6.3400002,-9.0699997,-6.9000001
DAYMET_004_tmin_doy2012350_aid0001,tmin,aid0001,2012-12-15,37363,-11.6899996,1.33,"(-11.6899996,1.33)",-5.4759116,1.4375657,2.0665951,-4.8400002,-2.76,-5.5999999,-8.3100004,-6.23
DAYMET_004_tmin_doy2012351_aid0001,tmin,aid0001,2012-12-16,37363,-11.2700005,0.82,"(-11.2700005,0.82)",-5.9282274,2.245815,5.0436852,-3.98,0.82,-6.29,-11.2700005,-7.73
DAYMET_004_tmin_doy2012352_aid0001,tmin,aid0001,2012-12-17,37363,-10.2299995,3.72,"(-10.2299995,3.72)",-5.0065465,2.805558,7.8711555,-3.24,1.83,-6.0799999,-10.2299995,-7.04
DAYMET_004_tmin_doy2012353_aid0001,tmin,aid0001,2012-12-18,37363,-11.1899996,6.1100001,"(-11.1899996,6.1100001)",-1.985393,2.7052417,7.3183325,-0.62,4.2399998,-2.8,-8.6999998,-3.8599999
DAYMET_004_tmin_doy2012354_aid0001,tmin,aid0001,2012-12-19,37363,-5.71,4.5,"(-5.71,4.5)",1.0967621,1.3210773,1.7452454,1.9,4.0900002,0.96,-2.05,0.32
DAYMET_004_tmin_doy2012355_aid0001,tmin,aid0001,2012-12-20,37363,-6.9699998,2.76,"(-6.9699998,2.76)",-2.1954765,1.0386637,1.0788224,-1.51,0.66,-2.3199999,-5.1300001,-2.96
DAYMET_004_tmin_doy2012356_aid0001,tmin,aid0001,2012-12-21,37363,-6.3400002,4.6599998,"(-6.3400002,4.6599998)",-1.0197766,1.2934818,1.6730952,-0.44,1.5599999,-1.29,-3.79,-1.78
DAYMET_004_tmin_doy2012357_aid0001,tmin,aid0001,2012-12-22,37363,-12.1000004,2.24,"(-12.1000004,2.24)",-1.6437811,1.2910628,1.6668432,-0.82,1.23,-1.47,-4.2399998,-2.1900001
DAYMET_004_tmin_doy2012358_aid0001,tmin,aid0001,2012-12-23,37363,-15.75,-1.29,"(-15.75,-1.29)",-5.697948,1.9010382,3.6139461,-4.1999998,-1.29,-5.6500001,-10.8500004,-6.8600001
DAYMET_004_tmin_doy2012359_aid0001,tmin,aid0001,2012-12-24,37363,-14.2200003,0.27,"(-14.2200003,0.27)",-5.2746558,1.5960245,2.5472942,-4.3000002,-2.25,-4.98,-8.3699999,-5.9299998
DAYMET_004_tmin_doy2012360_aid0001,tmin,aid0001,2012-12-25,37363,-12.3800001,2.1900001,"(-12.3800001,2.1900001)",-6.2163701,2.2742388,5.1721622,-4.4000001,-1.33,-6.25,-12.3800001,-7.8000002
DAYMET_004_tmin_doy2012361_aid0001,tmin,aid0001,2012-12-26,37363,-16.0200005,-0.32,"(-16.0200005,-0.32)",-9.8784657,2.2313917,4.9791088,-8.0500002,-4.2800002,-10.0600004,-16.0200005,-11.2700005
DAYMET_004_tmin_doy2012362_aid0001,tmin,aid0001,2012-12-27,37363,-15.4700003,-0.14,"(-15.4700003,-0.14)",-7.2244434,2.492095,6.2105375,-5.5,-0.14,-7.2199998,-14.5200005,-9.1300001
DAYMET_004_tmin_doy2012363_aid0001,tmin,aid0001,2012-12-28,37363,-12.4700003,-0.99,"(-12.4700003,-0.99)",-5.0577483,1.3063036,1.7064291,-4.23,-2.25,-5.0900002,-8.0500002,-5.7600002
DAYMET_004_tmin_doy2012364_aid0001,tmin,aid0001,2012-12-29,37363,-12.7799997,-1.16,"(-12.7799997,-1.16)",-7.7089076,2.2299919,4.9728639,-5.77,-1.16,-8.0699997,-12.7799997,-9.4499998
DAYMET_004_tmin_doy2012365_aid0001,tmin,aid0001,2012-12-30,37363,-19.6599998,-3.3800001,"(-19.6599998,-3.3800001)",-7.9645081,2.3649535,5.5930051,-5.9099998,-3.3800001,-7.8699999,-15.3100004,-9.6700001
